"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","log10PopCat"
"2165","CA5400631","LINNELL FARM LABOR CENTER","TULARE",769,"195","Local Government",2
"2166","CA5400641","TEVISTON CSD","TULARE",343,"104","Privately owned, non-PUC-regulated (Community Water System)",2
"2167","CA5400651","BEVERLY GRAND MUTUAL WATER","TULARE",92,"28","Privately owned, non-PUC-regulated (Community Water System)",1
"2168","CA5400655","CENTRAL MUTUAL WATER CO","TULARE",119,"41","Privately owned Mutual Water Company or Association",2
"2169","CA5400670","TRIPLE R MUTUAL WATER CO","TULARE",408,"154","Privately owned, non-PUC-regulated (Community Water System)",2
"2170","CA5400718","WILLIAMS MUTUAL  WATER CO","TULARE",180,"50","Privately owned Mutual Water Company or Association",2
"2171","CA5400732","PIERPOINT SPRINGS WATER CO.","TULARE",40,"84","Privately owned, non-PUC-regulated (Community Water System)",1
"2172","CA5400735","RODRIGUEZ LABOR CAMP","TULARE",110,"35","Privately owned, non-PUC-regulated (Community Water System)",2
"2173","CA5400744","EAST THREE RIVERS MUTUAL WATER CORP","TULARE",28,"15","Privately owned, non-PUC-regulated (Community Water System)",1
"2174","CA5400792","WOODVILLE FARM LABOR CENTER","TULARE",688,"177","Local Government",2
"2175","CA5400816","BEDEL MUTUAL WATER CO","TULARE",155,"66","Privately owned Mutual Water Company or Association",2
"2176","CA5400819","MOUNTAIN VIEW MHP","TULARE",44,"24","Privately owned, non-PUC-regulated (Community Water System)",1
"2177","CA5400824","SULTANA CSD","TULARE",775,"249","Local Government",2
"2178","CA5400880","THE LAKES ASSOCIATION","TULARE",495,"161","Privately owned, non-PUC-regulated (Community Water System)",2
"2179","CA5400881","SUNRISE MUTUAL WATER CO.","TULARE",80,"39","Privately owned Mutual Water Company or Association",1
"2180","CA5400903","TRACT 92  CSD","TULARE",500,"93","Privately owned, non-PUC-regulated (Community Water System)",2
"2181","CA5400934","PONDEROSA CSD","TULARE",340,"146","Local Government",2
"2182","CA5400964","SIERRA VISTA ASSN","TULARE",44,"13","Privately owned, non-PUC-regulated (Community Water System)",1
"2183","CA5401026","DEER MEADOW MUTUAL","TULARE",67,"25","Privately owned Mutual Water Company or Association",1
"2184","CA5402038","PATTERSON TRACT CSD","TULARE",550,"153","Local Government",2
"2185","CA5402047","GLEANINGS FOR THE HUNGRY","TULARE",31,"12","Privately owned, non-PUC-regulated (Community Water System)",1
"2186","CA5403043","YETTEM WATER SYSTEM","TULARE",350,"64","Local Government",2
"2187","CA5403084","FAIRWAY MUTUAL WATER CO","TULARE",126,"45","Privately owned Mutual Water Company or Association",2
"2188","CA5403113","SOUTH FORK ESTATES MUTUAL WATER CO","TULARE",92,"33","Privately owned Mutual Water Company or Association",1
"2189","CA5403213","TEEN CHALLENGE","TULARE",130,"13","Privately owned, non-PUC-regulated (Community Water System)",2
"2190","CA5410002","DINUBA, CITY OF","TULARE",26182,"5791","Local Government",4
"2191","CA5410003","EXETER, CITY OF","TULARE",10548,"3298","Local Government",4
"2192","CA5410006","LINDSAY, CITY OF","TULARE",14415,"3040","Local Government",4
"2193","CA5410015","TULARE, CITY OF","TULARE",65982,"18913","Local Government",4
"2194","CA5410019","IVANHOE PUBLIC UTILITY DIST","TULARE",4495,"1118","Local Government",3
"2195","CA5410020","WOODLAKE, CITY OF","TULARE",7950,"1813","Local Government",3
"2196","CA5410021","EARLIMART PUD","TULARE",8800,"1545","Local Government",3
"2197","CA5410800","CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP","TULARE",93,"5","Privately owned Mutual Water Company or Association",1
"2198","CA5410801","PORTERVILLE DEVELOPMENTAL CENTER","TULARE",1327,"99","Local Government",3
"2199","CA0300010","DRYTOWN COUNTY WATER DISTRICT","AMADOR",136,"62","Local Government",2
"2200","CA0300011","SUTTER PINES MHP","AMADOR",40,"19","Privately owned, non-PUC-regulated (Community Water System)",1
"2201","CA0300016","VOLCANO COMMUNITY SERVICE DIST","AMADOR",160,"72","Local Government",2
"2202","CA0300062","HOPE FOUNDATION/MORIAH HEIGHTS","AMADOR",30,"21","Privately owned, non-PUC-regulated (Community Water System)",1
"2203","CA0400003","HARTLEY MUTUAL WATER SYSTEM","BUTTE",31,"16","Privately owned Mutual Water Company or Association",1
"2204","CA0400007","BUTTE CREEK ESTATES MUTUAL WATER CO","BUTTE",399,"168","Privately owned Mutual Water Company or Association",2
"2205","CA0400012","FARM LABOR HOUSING","BUTTE",460,"144","Local Government",2
"2206","CA0400014","LAKE MADRONE WATER DISTRICT","BUTTE",297,"123","Local Government",2
"2207","CA0400020","PLEASANT GROVE MHP","BUTTE",327,"88","Privately owned, non-PUC-regulated (Community Water System)",2
"2208","CA0400021","ROBINSON'S CORNER MHP","BUTTE",20,"22","Privately owned, non-PUC-regulated (Community Water System)",1
"2209","CA0400026","MEADOWBROOK OAKS","BUTTE",50,"25","Privately owned, non-PUC-regulated (Community Water System)",1
"2210","CA0400040","ALMOND GROVE MOBILE PARK","BUTTE",250,"175","Privately owned Mutual Water Company or Association",2
"2211","CA0400041","FOREST RANCH MOBILE PARK","BUTTE",25,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"2212","CA0400081","FEATHER RIDGE ESTATES WATER CO","BUTTE",37,"32","Privately owned, non-PUC-regulated (Community Water System)",1
"2213","CA0400123","HUMBOLDT HIGHLANDS MUTUAL","BUTTE",50,"24","Privately owned Mutual Water Company or Association",1
"2214","CA0400151","KEEFER CREEK ESTATES","BUTTE",160,"55","Privately owned Mutual Water Company or Association",2
"2215","CA0409183","SIERRA MOON WATER COMPANY","BUTTE",120,"66","Privately owned Mutual Water Company or Association",2
"2216","CA0500019","MINERAL MOUNTAIN MUTUAL WATER","CALAVERAS",125,"38","Privately owned Mutual Water Company or Association",2
"2217","CA0500068","DUNROVIN MOBILE HOME VILLAGE","CALAVERAS",99,"42","Privately owned, non-PUC-regulated (Community Water System)",1
"2218","CA0500075","LAKESIDE MOBILE ESTATES","CALAVERAS",54,"24","Privately owned, non-PUC-regulated (Community Water System)",1
"2219","CA0500091","RITE OF PASSAGE/SIERRA RIDGE","CALAVERAS",150,"13","Privately owned, non-PUC-regulated (Community Water System)",2
"2220","CA0706004","OAKLEY MUTUAL WATER COMPANY","CONTRA COSTA",170,"49","Privately owned Mutual Water Company or Association",2
"2221","CA0707507","WILLOW PARK MARINA","CONTRA COSTA",380,"125","Local Government",2
"2222","CA0707517","COLONIA SANTA MARIA","CONTRA COSTA",32,"10","Privately owned Mutual Water Company or Association",1
"2223","CA0707519","DUTCH SLOUGH WATER WORKS","CONTRA COSTA",49,"18","Privately owned, non-PUC-regulated (Community Water System)",1
"2224","CA0707523","FLAMINGO MOBILE MANOR","CONTRA COSTA",200,"62","Privately owned, non-PUC-regulated (Community Water System)",2
"2225","CA0707547","KNIGHTSEN COMMUNITY WATER SYSTEM","CONTRA COSTA",250,"18","Local Government",2
"2226","CA0707553","RIVERVIEW MOBILE HOMES","CONTRA COSTA",216,"72","Privately owned, non-PUC-regulated (Community Water System)",2
"2227","CA0707572","BETHEL ISLAND MUTUAL WATER CO","CONTRA COSTA",149,"45","Privately owned Mutual Water Company or Association",2
"2228","CA0707573","DELTA MUTUAL WATER COMPANY","CONTRA COSTA",225,"106","Privately owned Mutual Water Company or Association",2
"2229","CA0707577","RIVERVIEW WATER ASSOCIATION","CONTRA COSTA",230,"86","Privately owned Mutual Water Company or Association",2
"2230","CA0707585","MORAGA HEIGHTS MUTUAL WATER","CONTRA COSTA",60,"22","Privately owned Mutual Water Company or Association",1
"2231","CA0707588","BIG OAK MOBILE HOME PARK WATER","CONTRA COSTA",156,"65","Privately owned, non-PUC-regulated (Community Water System)",2
"2232","CA0707589","BELLA VISTA WATER SYS","CONTRA COSTA",93,"33","Privately owned, non-PUC-regulated (Community Water System)",1
"2233","CA0707594","CASA MEDANOS WATER SYSTEM","CONTRA COSTA",45,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"2234","CA0707598","CAMINO MOBILEHOME","CONTRA COSTA",210,"75","Privately owned, non-PUC-regulated (Community Water System)",2
"2235","CA0707601","RUSSOS MOBILE PARK","CONTRA COSTA",110,"20","Privately owned, non-PUC-regulated (Community Water System)",2
"2236","CA0707603","CLAYTON PALMS WATER","CONTRA COSTA",287,"119","Privately owned, PUC-regulated, for profit water company",2
"2237","CA0707613","WILLOW MOBILE HOME PARK","CONTRA COSTA",350,"173","Local Government",2
"2238","CA0900102","GOLD BEACH PARK","EL DORADO",100,"40","Privately owned, non-PUC-regulated (Community Water System)",2
"2239","CA0900112","CANDLELIGHT VILLAGE MUTUAL WATER CO.","EL DORADO",32,"32","Privately owned Mutual Water Company or Association",1
"2240","CA0900308","QUINTETTE SERVICE CORP WATER","EL DORADO",79,"52","Privately owned Mutual Water Company or Association",1
"2241","CA1300513","OCOTILLO MUTUAL WATER CO","IMPERIAL",150,"113","Privately owned Mutual Water Company or Association",2
"2242","CA1300514","COYOTE VALLEY MUTUAL WATER CO","IMPERIAL",125,"124","Privately owned, non-PUC-regulated (Community Water System)",2
"2243","CA1300546","GOLD ROCK RANCH","IMPERIAL",50,"28","Privately owned, non-PUC-regulated (Community Water System)",1
"2244","CA1300588","IID VILLAGE","IMPERIAL",30,"20","Local Government",1
"2245","CA1300616","PALO VERDE COUNTY WATER DIST.","IMPERIAL",410,"134","Local Government",2
"2246","CA1300622","SPORTSMANS PARADISE","IMPERIAL",60,"30","Local Government",1
"2247","CA1300628","IMPERIAL LAKES INC.","IMPERIAL",40,"20","Privately owned, non-PUC-regulated (Community Water System)",1
"2248","CA1300664","RIVERFRONT MUTUAL WATER COMPANY","IMPERIAL",15,"42","Privately owned Mutual Water Company or Association",1
"2249","CA1400004","CHARLES BROWN WATER COMPANY","INYO",242,"40","Privately owned, non-PUC-regulated (Community Water System)",2
"2250","CA1400006","PINE CREEK VILLAGE","INYO",350,"89","Privately owned, non-PUC-regulated (Community Water System)",2
"2251","CA1400020","ABERDEEN WATER SYSTEM","INYO",23,"75","Privately owned, non-PUC-regulated (Community Water System)",1
"2252","CA1400025","VALLEY VISTA MUTUAL WATER COMPANY","INYO",70,"25","Privately owned Mutual Water Company or Association",1
"2253","CA1400026","RAWSON CREEK MUTUAL WATER COMPANY","INYO",90,"40","Privately owned Mutual Water Company or Association",1
"2254","CA1400045","PRIMROSE LANE APARTMENTS","INYO",52,"26","Privately owned, non-PUC-regulated (Community Water System)",1
"2255","CA1400059","BROOKSIDE MOBILE HOME PARK","INYO",136,"45","Privately owned, non-PUC-regulated (Community Water System)",2
"2256","CA1400066","ASPENDELL MUTUAL WATER COMPANY","INYO",60,"94","Privately owned Mutual Water Company or Association",1
"2257","CA1400072","NORTH LONE PINE MUTUAL WATER COMPANY","INYO",70,"33","Privately owned Mutual Water Company or Association",1
"2258","CA1400109","SIERRA NORTH COMMUNITY SERVICE DISTRICT","INYO",35,"16","Local Government",1
"2259","CA1400135","WILSON CIRCLE MUTUAL WATER COMPANY","INYO",129,"46","Privately owned Mutual Water Company or Association",2
"2260","CA1400144","SUNLAND VILLAGE MOBILE HOME PARK","INYO",42,"26","Privately owned, non-PUC-regulated (Community Water System)",1
"2261","CA1600002","SUNSET VISTA ESTATES MHP","KINGS",400,"108","Privately owned, non-PUC-regulated (Community Water System)",2
"2262","CA1600507","HARDWICK WATER COMPANY","KINGS",40,"16","Privately owned Mutual Water Company or Association",1
"2263","CA1900100","METTLER VALLEY MUTUAL","LOS ANGELES",135,"98","Privately owned Mutual Water Company or Association",2
"2264","CA1900102","WESTSIDE PARK MUTUAL WATER","LOS ANGELES",485,"158","Privately owned Mutual Water Company or Association",2
"2265","CA1900130","DEL RIO MUTUAL","LOS ANGELES",700,"133","Privately owned Mutual Water Company or Association",2
"2266","CA1900154","TIERRA BONITA MUTUAL WATER","LOS ANGELES",75,"32","Privately owned, non-PUC-regulated (Community Water System)",1
"2267","CA1900155","WILSONA GARDENS MUTUAL","LOS ANGELES",74,"37","Privately owned, non-PUC-regulated (Community Water System)",1
"2268","CA1900301","SHADOW ACRES MUTUAL WATER COMPANY","LOS ANGELES",431,"154","Privately owned Mutual Water Company or Association",2
"2269","CA1900303","LLANO MUTUAL WATER COMPANY","LOS ANGELES",264,"78","Privately owned Mutual Water Company or Association",2
"2270","CA1900529","CAMP WILLIAMS-RESORT WATER","LOS ANGELES",80,"67","Privately owned, non-PUC-regulated (Community Water System)",1
"2271","CA1900541","WESTERN SKIES MOBILE HOME PARK","LOS ANGELES",198,"61","Privately owned, non-PUC-regulated (Community Water System)",2
"2272","CA1900599","VALHALLA WATER ASSOCIATION","LOS ANGELES",25,"9","Privately owned Mutual Water Company or Association",1
"2273","CA1900616","THE RIVER COMMUNITY","LOS ANGELES",35,"9","Privately owned, non-PUC-regulated (Community Water System)",1
"2274","CA1900693","DESERT PALMS MOBILE HOME PARK","LOS ANGELES",140,"1","Privately owned, non-PUC-regulated (Community Water System)",2
"2275","CA1900767","GOLDEN VALLEY MUNICIPAL WATER DISTRICT","LOS ANGELES",70,"17","Local Government",1
"2276","CA1900785","MITCHELL'S AVENUE E MOBILE HOME PARK","LOS ANGELES",24,"24","Privately owned, non-PUC-regulated (Community Water System)",1
"2277","CA1900794","ANTELOPE PARK MUTUAL WATER COMPANY","LOS ANGELES",445,"152","Privately owned Mutual Water Company or Association",2
"2278","CA1900801","COLORADO MUTUAL WATER COMPANY","LOS ANGELES",30,"13","Privately owned, non-PUC-regulated (Community Water System)",1
"2279","CA1900804","EVERGREEN MUTUAL WATER COMPANY","LOS ANGELES",95,"46","Privately owned Mutual Water Company or Association",1
"2280","CA1900809","LANDALE MUTUAL WATER COMPANY","LOS ANGELES",752,"166","Privately owned Mutual Water Company or Association",2
"2281","CA1900817","CLEAR SKIES MOBILE HOME PARK","LOS ANGELES",131,"47","Privately owned, non-PUC-regulated (Community Water System)",2
"2282","CA1900903","SLEEPY VALLEY WATER COMPANY","LOS ANGELES",130,"62","Privately owned Mutual Water Company or Association",2
"2283","CA1900907","SHERWOOD MOBILE HOME PARK","LOS ANGELES",540,"185","Privately owned, non-PUC-regulated (Community Water System)",2
"2284","CA1900936","AQUA J. MUTUAL WATER COMPANY","LOS ANGELES",165,"51","Privately owned Mutual Water Company or Association",2
"2285","CA1907028","SPV WATER COMPANY","LOS ANGELES",211,"71","Privately owned Mutual Water Company or Association",2
"2286","CA1910158","STERLING MUTUAL WATER COMPANY","LOS ANGELES",548,"196","Privately owned, non-PUC-regulated (Community Water System)",2
"2287","CA2000506","SIERRA LINDA MUTUAL WATER CO","MADERA",200,"89","Privately owned Mutual Water Company or Association",2
"2288","CA2000512","EAST ACRES MUTUAL WATER COMPANY","MADERA",250,"81","Privately owned Mutual Water Company or Association",2
"2289","CA2000530","CRASS MUTUAL WATER COMPANY","MADERA",80,"26","Privately owned Mutual Water Company or Association",1
"2290","CA2000551","MD 07 MARINA VIEW HEIGHTS","MADERA",200,"83","Local Government",2
"2291","CA2000552","MD 24 TEAFORD MEADOW LAKES","MADERA",150,"66","Local Government",2
"2292","CA2000593","OAKHURST MOBILE HOME ESTATES","MADERA",114,"114","Privately owned, non-PUC-regulated (Community Water System)",2
"2293","CA2000595","COUNTRY LIVING MHP","MADERA",450,"99","Privately owned, non-PUC-regulated (Community Water System)",2
"2294","CA2000647","JOHN HOVANNISIAN WATER SYSTEM","MADERA",80,"19","Privately owned, non-PUC-regulated (Community Water System)",1
"2295","CA2000690","MD 73 QUARTZ MOUNTAIN","MADERA",375,"126","Local Government",2
"2296","CA2000727","MD 36 EASTIN ARCOLA","MADERA",80,"16","Local Government",1
"2297","CA2000728","MD 37 LA VINA","MADERA",350,"100","Local Government",2
"2298","CA2000737","MD 42 STILL MEADOW","MADERA",100,"34","Local Government",2
"2299","CA2000757","MD 63 MEADOW SPRINGS RANCH","MADERA",300,"82","Local Government",2
"2300","CA2000775","OAK CREEK MOBILE HOME PARK","MADERA",370,"198","Privately owned, non-PUC-regulated (Community Water System)",2
"2301","CA2000785","VALLEY TEEN RANCH","MADERA",50,"4","Privately owned, non-PUC-regulated (Community Water System)",1
"2302","CA2600501","BIRCHIM COMMUNITY SERVICE DISTRICT","MONO",150,"74","Privately owned, PUC-regulated, for profit water company",2
"2303","CA2600532","LUNDY MUTUAL WATER COMPANY","MONO",70,"32","Privately owned Mutual Water Company or Association",1
"2304","CA2600622","SIERRA EAST HOA","MONO",84,"30","Privately owned, non-PUC-regulated (Community Water System)",1
"2305","CA2600714","WHEELER CREST CSD","MONO",86,"43","Local Government",1
"2306","CA2610005","LEE VINING PUBLIC UTILITY","MONO",672,"222","Local Government",2
"2307","CA2700522","CABANA HOLIDAY WS","MONTEREY",400,"146","Privately owned, non-PUC-regulated (Community Water System)",2
"2308","CA2700523","CALERA CANYON HEIGHTS HOA","MONTEREY",39,"17","Privately owned, non-PUC-regulated (Community Water System)",1
"2309","CA2700534","COLONIAL OAK WC INC","MONTEREY",198,"66","Privately owned Mutual Water Company or Association",2
"2310","CA2700536","CORRAL DE TIERRA ESTATES WC","MONTEREY",45,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"2311","CA2700541","DEL MONTE FARMS RD WS #03","MONTEREY",55,"16","Privately owned Mutual Water Company or Association",1
"2312","CA2700548","DOLAN RD MWC","MONTEREY",120,"40","Privately owned, non-PUC-regulated (Community Water System)",2
"2313","CA2700586","GABILAN WC","MONTEREY",535,"162","Privately owned Mutual Water Company or Association",2
"2314","CA2700589","GLENN AVE WS #01","MONTEREY",73,"26","Privately owned Mutual Water Company or Association",1
"2315","CA2700594","HIDDEN VALLEY WA","MONTEREY",164,"32","Privately owned Mutual Water Company or Association",2
"2316","CA2700612","LAGUNA SECA WC","MONTEREY",162,"58","Privately owned Mutual Water Company or Association",2
