"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","Pop_per_conn","log10PopCat"
"2209","CA5800823","COUNTRY AIR MOBILE HOME PARK","YUBA",100,33,"Privately owned, non-PUC-regulated (Community Water System)",3.03030303030303,2
"2210","CA5800824","COUNTRY VILLAGE MOBILE HOME PARK","YUBA",50,45,"Privately owned, non-PUC-regulated (Community Water System)",1.11111111111111,1
"2211","CA5800828","COUNTRYSIDE MOBILE HOME PARK","YUBA",185,86,"Privately owned, non-PUC-regulated (Community Water System)",2.15116279069767,2
"2212","CA5800832","CASTLEWOOD MOBILE HOME PARK","YUBA",200,88,"Privately owned, non-PUC-regulated (Community Water System)",2.27272727272727,2
"2213","CA5800850","REBEL RIDGE VILLAGE","YUBA",60,42,"Privately owned, non-PUC-regulated (Community Water System)",1.42857142857143,1
"2214","CA5800851","FEATHER RIVER MANOR","YUBA",35,6,"Privately owned, non-PUC-regulated (Community Water System)",5.83333333333333,1
"2215","CA5800863","FELLOWSHIP OF FRIENDS","YUBA",325,15,"Privately owned, non-PUC-regulated (Community Water System)",21.6666666666667,2
"2216","CA5800924","CAMPTONVILLE COMMUNITY SERV DIST","YUBA",180,85,"Local Government",2.11764705882353,2
"2217","CA1009051","CANTUA CREEK VINEYARDS, IV, LLC.","FRESNO",50,15,"Privately owned, non-PUC-regulated (Community Water System)",3.33333333333333,1
"2218","CA1009111","SCE/BIG CREEK POWERHOUSE #1","FRESNO",126,76,"Privately owned, non-PUC-regulated (Community Water System)",1.65789473684211,2
"2219","CA1009147","FARMING D","FRESNO",110,29,"Privately owned, non-PUC-regulated (Community Water System)",3.79310344827586,2
"2220","CA1009179","BRITZ/FIVE POINT SYSTEM","FRESNO",76,23,"Privately owned, non-PUC-regulated (Community Water System)",3.30434782608696,1
"2221","CA1009214","WESTSIDE HARVESTING","FRESNO",25,24,"Privately owned, non-PUC-regulated (Community Water System)",1.04166666666667,1
"2222","CA1009222","TERRA LINDA FARMS","FRESNO",40,9,"Privately owned, non-PUC-regulated (Community Water System)",4.44444444444444,1
"2223","CA1009232","SUMNER PECK RANCH","FRESNO",85,19,"Privately owned, non-PUC-regulated (Community Water System)",4.47368421052632,1
"2224","CA1009258","SAN ANDREAS FARMS","FRESNO",25,7,"Privately owned, PUC-regulated, for profit water company",3.57142857142857,1
"2225","CA1010004","COALINGA-CITY","FRESNO",16791,3561,"Local Government",4.71524852569503,4
"2226","CA1010005","FIREBAUGH CITY","FRESNO",7619,1642,"Local Government",4.6400730816078,3
"2227","CA1010013","HUME LAKE CHRISTIAN CAMPS, INC","FRESNO",2657,388,"Privately owned, non-PUC-regulated (Community Water System)",6.8479381443299,3
"2228","CA1010018","KERMAN, CITY OF","FRESNO",14349,3478,"Local Government",4.12564692351926,4
"2229","CA1010019","KINGSBURG, CITY OF","FRESNO",11504,3704,"Local Government",3.10583153347732,4
"2230","CA1010025","CITY OF PARLIER","FRESNO",15250,2580,"Privately owned, non-PUC-regulated (Community Water System)",5.91085271317829,4
"2231","CA1010027","REEDLEY, CITY OF","FRESNO",24194,6342,"Local Government",3.81488489435509,4
"2232","CA1010034","SAN JOAQUIN, CITY OF","FRESNO",4060,730,"Local Government",5.56164383561644,3
"2233","CA1010035","DEL REY COMMUNITY SERV DIST","FRESNO",1500,328,"Local Government",4.57317073170732,3
"2234","CA1010039","CARUTHERS COMM SERV DIST","FRESNO",2503,696,"Local Government",3.59626436781609,3
"2235","CA1010051","FCWWD #18/FRIANT","FRESNO",772,251,"Local Government",3.07569721115538,2
"2236","CA1010052","SIERRA CEDARS CSD","FRESNO",850,229,"Privately owned, non-PUC-regulated (Community Water System)",3.7117903930131,2
"2237","CA1010055","FCSA #47/QUAIL LAKE ESTATES","FRESNO",1982,709,"Local Government",2.79548660084626,3
"2238","CA5400504","A AND A  MOBILE HOME PARK","TULARE",154,62,"Privately owned, non-PUC-regulated (Community Water System)",2.48387096774194,2
"2239","CA5400506","NORTH KAWEAH MWC","TULARE",560,71,"Privately owned Mutual Water Company or Association",7.88732394366197,2
"2240","CA5400523","EL MONTE VILLAGE MHP","TULARE",100,47,"Privately owned, non-PUC-regulated (Community Water System)",2.12765957446809,2
"2241","CA5400544","ALLENSWORTH CSD","TULARE",521,156,"Local Government",3.33974358974359,2
"2242","CA5400550","SEVILLE WATER CO","TULARE",480,90,"Local Government",5.33333333333333,2
"2243","CA5400567","TOOLEVILLE MUTUAL NON PROFIT WATER ASSOC","TULARE",340,77,"Privately owned Mutual Water Company or Association",4.41558441558442,2
"2244","CA5400604","MOUNTAIN VIEW DUPLEXES","TULARE",103,14,"Privately owned, non-PUC-regulated (Community Water System)",7.35714285714286,2
"2245","CA5400616","LEMON COVE WATER CO","TULARE",109,60,"Local Government",1.81666666666667,2
"2246","CA5400631","LINNELL FARM LABOR CENTER","TULARE",769,195,"Local Government",3.94358974358974,2
"2247","CA5400641","TEVISTON CSD","TULARE",343,104,"Privately owned, non-PUC-regulated (Community Water System)",3.29807692307692,2
"2248","CA5400651","BEVERLY GRAND MUTUAL WATER","TULARE",92,28,"Privately owned, non-PUC-regulated (Community Water System)",3.28571428571429,1
"2249","CA5400655","CENTRAL MUTUAL WATER CO","TULARE",119,41,"Privately owned Mutual Water Company or Association",2.90243902439024,2
"2250","CA5400670","TRIPLE R MUTUAL WATER CO","TULARE",408,154,"Privately owned, non-PUC-regulated (Community Water System)",2.64935064935065,2
"2251","CA5400718","WILLIAMS MUTUAL  WATER CO","TULARE",180,50,"Privately owned Mutual Water Company or Association",3.6,2
"2252","CA5400732","PIERPOINT SPRINGS WATER CO.","TULARE",40,84,"Privately owned, non-PUC-regulated (Community Water System)",0.476190476190476,1
"2253","CA5400735","RODRIGUEZ LABOR CAMP","TULARE",110,35,"Privately owned, non-PUC-regulated (Community Water System)",3.14285714285714,2
"2254","CA5400744","EAST THREE RIVERS MUTUAL WATER CORP","TULARE",28,15,"Privately owned, non-PUC-regulated (Community Water System)",1.86666666666667,1
"2255","CA5400792","WOODVILLE FARM LABOR CENTER","TULARE",688,177,"Local Government",3.88700564971751,2
"2256","CA5400816","BEDEL MUTUAL WATER CO","TULARE",155,66,"Privately owned Mutual Water Company or Association",2.34848484848485,2
"2257","CA5400819","MOUNTAIN VIEW MHP","TULARE",44,24,"Privately owned, non-PUC-regulated (Community Water System)",1.83333333333333,1
"2258","CA5400824","SULTANA CSD","TULARE",775,249,"Local Government",3.11244979919679,2
"2259","CA5400880","THE LAKES ASSOCIATION","TULARE",495,161,"Privately owned, non-PUC-regulated (Community Water System)",3.07453416149068,2
"2260","CA5400881","SUNRISE MUTUAL WATER CO.","TULARE",80,39,"Privately owned Mutual Water Company or Association",2.05128205128205,1
"2261","CA5400903","TRACT 92  CSD","TULARE",500,93,"Privately owned, non-PUC-regulated (Community Water System)",5.37634408602151,2
"2262","CA5400934","PONDEROSA CSD","TULARE",340,146,"Local Government",2.32876712328767,2
"2263","CA5400964","SIERRA VISTA ASSN","TULARE",44,13,"Privately owned, non-PUC-regulated (Community Water System)",3.38461538461538,1
"2264","CA5401026","DEER MEADOW MUTUAL","TULARE",67,25,"Privately owned Mutual Water Company or Association",2.68,1
"2265","CA5402038","PATTERSON TRACT CSD","TULARE",550,153,"Local Government",3.59477124183007,2
"2266","CA5402047","GLEANINGS FOR THE HUNGRY","TULARE",31,12,"Privately owned, non-PUC-regulated (Community Water System)",2.58333333333333,1
"2267","CA5403043","YETTEM WATER SYSTEM","TULARE",350,64,"Local Government",5.46875,2
"2268","CA5403084","FAIRWAY MUTUAL WATER CO","TULARE",126,45,"Privately owned Mutual Water Company or Association",2.8,2
"2269","CA5403113","SOUTH FORK ESTATES MUTUAL WATER CO","TULARE",92,33,"Privately owned Mutual Water Company or Association",2.78787878787879,1
"2270","CA5403213","TEEN CHALLENGE","TULARE",130,13,"Privately owned, non-PUC-regulated (Community Water System)",10,2
"2271","CA5410002","DINUBA, CITY OF","TULARE",26182,5791,"Local Government",4.52115351407356,4
"2272","CA5410003","EXETER, CITY OF","TULARE",10548,3298,"Local Government",3.19830200121286,4
"2273","CA5410006","LINDSAY, CITY OF","TULARE",14415,3040,"Local Government",4.74177631578947,4
"2274","CA5410015","TULARE, CITY OF","TULARE",65982,18913,"Local Government",3.48871146830223,4
"2275","CA5410019","IVANHOE PUBLIC UTILITY DIST","TULARE",4495,1118,"Local Government",4.02057245080501,3
"2276","CA5410020","WOODLAKE, CITY OF","TULARE",7950,1813,"Local Government",4.3849972421401,3
"2277","CA5410021","EARLIMART PUD","TULARE",8800,1545,"Local Government",5.6957928802589,3
"2278","CA5410800","CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP","TULARE",93,5,"Privately owned Mutual Water Company or Association",18.6,1
"2279","CA5410801","PORTERVILLE DEVELOPMENTAL CENTER","TULARE",1327,99,"Local Government",13.4040404040404,3
"2280","CA0300010","DRYTOWN COUNTY WATER DISTRICT","AMADOR",136,62,"Local Government",2.19354838709677,2
"2281","CA0300011","SUTTER PINES MHP","AMADOR",40,19,"Privately owned, non-PUC-regulated (Community Water System)",2.10526315789474,1
"2282","CA0300016","VOLCANO COMMUNITY SERVICE DIST","AMADOR",160,72,"Local Government",2.22222222222222,2
"2283","CA0300062","HOPE FOUNDATION/MORIAH HEIGHTS","AMADOR",30,21,"Privately owned, non-PUC-regulated (Community Water System)",1.42857142857143,1
"2284","CA0400003","HARTLEY MUTUAL WATER SYSTEM","BUTTE",31,16,"Privately owned Mutual Water Company or Association",1.9375,1
"2285","CA0400007","BUTTE CREEK ESTATES MUTUAL WATER CO","BUTTE",399,168,"Privately owned Mutual Water Company or Association",2.375,2
"2286","CA0400012","FARM LABOR HOUSING","BUTTE",460,144,"Local Government",3.19444444444444,2
"2287","CA0400014","LAKE MADRONE WATER DISTRICT","BUTTE",297,123,"Local Government",2.41463414634146,2
"2288","CA0400020","PLEASANT GROVE MHP","BUTTE",327,88,"Privately owned, non-PUC-regulated (Community Water System)",3.71590909090909,2
"2289","CA0400021","ROBINSON'S CORNER MHP","BUTTE",20,22,"Privately owned, non-PUC-regulated (Community Water System)",0.909090909090909,1
"2290","CA0400026","MEADOWBROOK OAKS","BUTTE",50,25,"Privately owned, non-PUC-regulated (Community Water System)",2,1
"2291","CA0400040","ALMOND GROVE MOBILE PARK","BUTTE",250,175,"Privately owned Mutual Water Company or Association",1.42857142857143,2
"2292","CA0400041","FOREST RANCH MOBILE PARK","BUTTE",25,16,"Privately owned, non-PUC-regulated (Community Water System)",1.5625,1
"2293","CA0400081","FEATHER RIDGE ESTATES WATER CO","BUTTE",37,32,"Privately owned, non-PUC-regulated (Community Water System)",1.15625,1
"2294","CA0400123","HUMBOLDT HIGHLANDS MUTUAL","BUTTE",50,24,"Privately owned Mutual Water Company or Association",2.08333333333333,1
"2295","CA0400151","KEEFER CREEK ESTATES","BUTTE",160,55,"Privately owned Mutual Water Company or Association",2.90909090909091,2
"2296","CA0409183","SIERRA MOON WATER COMPANY","BUTTE",120,66,"Privately owned Mutual Water Company or Association",1.81818181818182,2
"2297","CA0500019","MINERAL MOUNTAIN MUTUAL WATER","CALAVERAS",125,38,"Privately owned Mutual Water Company or Association",3.28947368421053,2
"2298","CA0500068","DUNROVIN MOBILE HOME VILLAGE","CALAVERAS",99,42,"Privately owned, non-PUC-regulated (Community Water System)",2.35714285714286,1
"2299","CA0500075","LAKESIDE MOBILE ESTATES","CALAVERAS",54,24,"Privately owned, non-PUC-regulated (Community Water System)",2.25,1
"2300","CA0500091","RITE OF PASSAGE/SIERRA RIDGE","CALAVERAS",150,13,"Privately owned, non-PUC-regulated (Community Water System)",11.5384615384615,2
"2301","CA0706004","OAKLEY MUTUAL WATER COMPANY","CONTRA COSTA",170,49,"Privately owned Mutual Water Company or Association",3.46938775510204,2
"2302","CA0707507","WILLOW PARK MARINA","CONTRA COSTA",380,125,"Local Government",3.04,2
"2303","CA0707517","COLONIA SANTA MARIA","CONTRA COSTA",32,10,"Privately owned Mutual Water Company or Association",3.2,1
"2304","CA0707519","DUTCH SLOUGH WATER WORKS","CONTRA COSTA",49,18,"Privately owned, non-PUC-regulated (Community Water System)",2.72222222222222,1
"2305","CA0707523","FLAMINGO MOBILE MANOR","CONTRA COSTA",200,62,"Privately owned, non-PUC-regulated (Community Water System)",3.2258064516129,2
"2306","CA0707547","KNIGHTSEN COMMUNITY WATER SYSTEM","CONTRA COSTA",250,18,"Local Government",13.8888888888889,2
"2307","CA0707553","RIVERVIEW MOBILE HOMES","CONTRA COSTA",216,72,"Privately owned, non-PUC-regulated (Community Water System)",3,2
"2308","CA0707572","BETHEL ISLAND MUTUAL WATER CO","CONTRA COSTA",149,45,"Privately owned Mutual Water Company or Association",3.31111111111111,2
"2309","CA0707573","DELTA MUTUAL WATER COMPANY","CONTRA COSTA",225,106,"Privately owned Mutual Water Company or Association",2.12264150943396,2
"2310","CA0707577","RIVERVIEW WATER ASSOCIATION","CONTRA COSTA",230,86,"Privately owned Mutual Water Company or Association",2.67441860465116,2
"2311","CA0707585","MORAGA HEIGHTS MUTUAL WATER","CONTRA COSTA",60,22,"Privately owned Mutual Water Company or Association",2.72727272727273,1
"2312","CA0707588","BIG OAK MOBILE HOME PARK WATER","CONTRA COSTA",156,65,"Privately owned, non-PUC-regulated (Community Water System)",2.4,2
"2313","CA0707589","BELLA VISTA WATER SYS","CONTRA COSTA",93,33,"Privately owned, non-PUC-regulated (Community Water System)",2.81818181818182,1
"2314","CA0707594","CASA MEDANOS WATER SYSTEM","CONTRA COSTA",45,16,"Privately owned, non-PUC-regulated (Community Water System)",2.8125,1
"2315","CA0707598","CAMINO MOBILEHOME","CONTRA COSTA",210,75,"Privately owned, non-PUC-regulated (Community Water System)",2.8,2
"2316","CA0707601","RUSSOS MOBILE PARK","CONTRA COSTA",110,20,"Privately owned, non-PUC-regulated (Community Water System)",5.5,2
"2317","CA0707603","CLAYTON PALMS WATER","CONTRA COSTA",287,119,"Privately owned, PUC-regulated, for profit water company",2.41176470588235,2
"2318","CA0707613","WILLOW MOBILE HOME PARK","CONTRA COSTA",350,173,"Local Government",2.02312138728324,2
"2319","CA0900102","GOLD BEACH PARK","EL DORADO",100,40,"Privately owned, non-PUC-regulated (Community Water System)",2.5,2
"2320","CA0900112","CANDLELIGHT VILLAGE MUTUAL WATER CO.","EL DORADO",32,32,"Privately owned Mutual Water Company or Association",1,1
"2321","CA0900308","QUINTETTE SERVICE CORP WATER","EL DORADO",79,52,"Privately owned Mutual Water Company or Association",1.51923076923077,1
"2322","CA1300513","OCOTILLO MUTUAL WATER CO","IMPERIAL",150,113,"Privately owned Mutual Water Company or Association",1.32743362831858,2
"2323","CA1300514","COYOTE VALLEY MUTUAL WATER CO","IMPERIAL",125,124,"Privately owned, non-PUC-regulated (Community Water System)",1.00806451612903,2
"2324","CA1300546","GOLD ROCK RANCH","IMPERIAL",50,28,"Privately owned, non-PUC-regulated (Community Water System)",1.78571428571429,1
"2325","CA1300588","IID VILLAGE","IMPERIAL",30,20,"Local Government",1.5,1
"2326","CA1300616","PALO VERDE COUNTY WATER DIST.","IMPERIAL",410,134,"Local Government",3.05970149253731,2
"2327","CA1300622","SPORTSMANS PARADISE","IMPERIAL",60,30,"Local Government",2,1
"2328","CA1300626","SUNBEAM LAKE RV RESORT","IMPERIAL",650,1,"Local Government",650,2
"2329","CA1300628","IMPERIAL LAKES INC.","IMPERIAL",40,20,"Privately owned, non-PUC-regulated (Community Water System)",2,1
"2330","CA1300664","RIVERFRONT MUTUAL WATER COMPANY","IMPERIAL",15,42,"Privately owned Mutual Water Company or Association",0.357142857142857,1
"2331","CA1400004","CHARLES BROWN WATER COMPANY","INYO",242,40,"Privately owned, non-PUC-regulated (Community Water System)",6.05,2
"2332","CA1400006","PINE CREEK VILLAGE","INYO",350,89,"Privately owned, non-PUC-regulated (Community Water System)",3.93258426966292,2
"2333","CA1400020","ABERDEEN WATER SYSTEM","INYO",23,75,"Privately owned, non-PUC-regulated (Community Water System)",0.306666666666667,1
"2334","CA1400025","VALLEY VISTA MUTUAL WATER COMPANY","INYO",70,25,"Privately owned Mutual Water Company or Association",2.8,1
"2335","CA1400026","RAWSON CREEK MUTUAL WATER COMPANY","INYO",90,40,"Privately owned Mutual Water Company or Association",2.25,1
"2336","CA1400045","PRIMROSE LANE APARTMENTS","INYO",52,26,"Privately owned, non-PUC-regulated (Community Water System)",2,1
"2337","CA1400059","BROOKSIDE MOBILE HOME PARK","INYO",136,45,"Privately owned, non-PUC-regulated (Community Water System)",3.02222222222222,2
"2338","CA1400066","ASPENDELL MUTUAL WATER COMPANY","INYO",60,94,"Privately owned Mutual Water Company or Association",0.638297872340426,1
"2339","CA1400072","NORTH LONE PINE MUTUAL WATER COMPANY","INYO",70,33,"Privately owned Mutual Water Company or Association",2.12121212121212,1
"2340","CA1400109","SIERRA NORTH COMMUNITY SERVICE DISTRICT","INYO",35,16,"Local Government",2.1875,1
"2341","CA1400135","WILSON CIRCLE MUTUAL WATER COMPANY","INYO",129,46,"Privately owned Mutual Water Company or Association",2.80434782608696,2
"2342","CA1400144","SUNLAND VILLAGE MOBILE HOME PARK","INYO",42,26,"Privately owned, non-PUC-regulated (Community Water System)",1.61538461538462,1
"2343","CA1600002","SUNSET VISTA ESTATES MHP","KINGS",400,108,"Privately owned, non-PUC-regulated (Community Water System)",3.7037037037037,2
"2344","CA1600507","HARDWICK WATER COMPANY","KINGS",40,16,"Privately owned Mutual Water Company or Association",2.5,1
"2345","CA1900100","METTLER VALLEY MUTUAL","LOS ANGELES",135,98,"Privately owned Mutual Water Company or Association",1.37755102040816,2
"2346","CA1900102","WESTSIDE PARK MUTUAL WATER","LOS ANGELES",485,158,"Privately owned Mutual Water Company or Association",3.06962025316456,2
"2347","CA1900130","DEL RIO MUTUAL","LOS ANGELES",700,133,"Privately owned Mutual Water Company or Association",5.26315789473684,2
"2348","CA1900154","TIERRA BONITA MUTUAL WATER","LOS ANGELES",75,32,"Privately owned, non-PUC-regulated (Community Water System)",2.34375,1
"2349","CA1900155","WILSONA GARDENS MUTUAL","LOS ANGELES",74,37,"Privately owned, non-PUC-regulated (Community Water System)",2,1
"2350","CA1900301","SHADOW ACRES MUTUAL WATER COMPANY","LOS ANGELES",431,154,"Privately owned Mutual Water Company or Association",2.7987012987013,2
"2351","CA1900303","LLANO MUTUAL WATER COMPANY","LOS ANGELES",264,78,"Privately owned Mutual Water Company or Association",3.38461538461538,2
"2352","CA1900529","CAMP WILLIAMS-RESORT WATER","LOS ANGELES",80,67,"Privately owned, non-PUC-regulated (Community Water System)",1.19402985074627,1
